order_id,order_date,customer_id,product_id,quantity,selling_price,discount,returned,product_name,category,sub_category,cost_price,customer_name,city,state,region,revenue,cost,profit,profit_margin,order_year,order_month,month_name,order_quarter,return_flag,customer_type
O011987,2025-08-08,C06645,P0008,1,19593.07,0.2,No,Coffee Maker 8,Home & Kitchen,Kitchen & Home,12252.39,Isha Mishra,Jaipur,Rajasthan,North,15674.46,12252.39,3422.07,21.83,2025,8,August,Q3,0,Returning Customer
O011988,2025-03-23,C07512,P0252,1,9761.35,0.15,No,Yoga Mat 252,Sports,Fitness,6292.51,Arjun Agarwal,Bhubaneswar,Odisha,East,8297.15,6292.51,2004.64,24.16,2025,3,March,Q1,0,Returning Customer
O011989,2025-03-02,C04333,P0450,3,3768.61,0.1,No,Bookshelf 450,Furniture,Home Furniture,3238.24,Vikash Verma,Bhubaneswar,Odisha,East,10175.25,9714.72,460.53,4.53,2025,3,March,Q1,0,Returning Customer
O011990,2025-07-22,C06154,P0468,4,16392.19,0.2,No,Dinner Set 468,Home & Kitchen,Kitchen & Home,13181.28,Isha Yadav,Mumbai,Maharashtra,West,52455.01,52725.12,-270.11,-0.51,2025,7,July,Q3,0,Returning Customer
O011991,2025-06-06,C00724,P0402,2,17500.88,0.2,No,Leadership Skills 402,Books,Books,12819.92,Isha Patel,Lucknow,Uttar Pradesh,North,28001.41,25639.84,2361.57,8.43,2025,6,June,Q2,0,Returning Customer
O011992,2025-07-07,C01251,P0287,1,8476.7,0.1,No,T-Shirt 287,Fashion,Clothing,5709.75,Ananya Verma,Bengaluru,Karnataka,South,7629.03,5709.75,1919.28,25.16,2025,7,July,Q3,0,Returning Customer
O011993,2025-10-07,C06974,P0464,1,14301.3,0.15,No,Kitchen Scale 464,Home & Kitchen,Kitchen & Home,11024.26,Aditi Patel,Pune,Maharashtra,West,12156.1,11024.26,1131.84,9.31,2025,10,October,Q4,0,Returning Customer
O011994,2025-06-12,C09936,P0152,1,10707.69,0.2,No,Body Lotion 152,Beauty,Personal Care,7532.03,Aditya Yadav,Jaipur,Rajasthan,North,8566.15,7532.03,1034.12,12.07,2025,6,June,Q2,0,Returning Customer
O011995,2025-05-01,C01055,P0382,1,8006.4,0.25,No,Formal Shirt 382,Fashion,Clothing,6018.54,Rohan Gupta,Lucknow,Uttar Pradesh,North,6004.8,6018.54,-13.74,-0.23,2025,5,May,Q2,0,Returning Customer
O011996,2025-07-15,C01515,P0371,3,16777.98,0.1,No,Bedside Table 371,Furniture,Home Furniture,12717.8,Karan Mishra,Kolkata,West Bengal,East,45300.55,38153.4,7147.15,15.78,2025,7,July,Q3,0,Returning Customer
O011997,2025-04-17,C00497,P0329,3,753.43,0.25,Yes,Business Analytics 329,Books,Books,604.36,Pooja Mishra,Hyderabad,Telangana,South,1695.22,1813.08,-117.86,-6.95,2025,4,April,Q2,1,Returning Customer
O011998,2025-04-13,C00014,P0314,2,1332.09,0.2,No,Water Bottle 314,Home & Kitchen,Kitchen & Home,1138.18,Aditya Yadav,Kanpur,Uttar Pradesh,North,2131.34,2276.36,-145.02,-6.8,2025,4,April,Q2,0,Returning Customer
O011999,2025-04-09,C05959,P0194,1,6380.09,0.15,No,SQL Complete Guide 194,Books,Books,5148.73,Aarav Kumar,Hyderabad,Telangana,South,5423.08,5148.73,274.35,5.06,2025,4,April,Q2,0,Returning Customer
O012000,2025-09-06,C06539,P0387,2,11057.06,0.25,No,Machine Learning Guide 387,Books,Books,7236.45,Kavya Verma,Kochi,Kerala,South,16585.59,14472.9,2112.69,12.74,2025,9,September,Q3,0,Returning Customer
O012001,2025-01-11,C09144,P0393,4,14985.7,0.2,Yes,Study Table 393,Furniture,Home Furniture,10074.89,Isha Yadav,Patna,Bihar,East,47954.24,40299.56,7654.68,15.96,2025,1,January,Q1,1,Returning Customer
O012002,2025-04-15,C02678,P0089,1,4607.66,0.05,Yes,Bedside Table 89,Furniture,Home Furniture,3832.05,Karan Yadav,Lucknow,Uttar Pradesh,North,4377.28,3832.05,545.23,12.46,2025,4,April,Q2,1,Returning Customer
O012003,2025-12-06,C01687,P0051,3,17680.6,0.05,No,Perfume 51,Beauty,Personal Care,12686.72,Rahul Mishra,Pune,Maharashtra,West,50389.71,38060.16,12329.55,24.47,2025,12,December,Q4,0,Returning Customer
O012004,2025-01-06,C03961,P0139,1,20804.16,0.1,No,Gym Gloves 139,Sports,Fitness,13734.39,Sahil Singh,Chennai,Tamil Nadu,South,18723.74,13734.39,4989.35,26.65,2025,1,January,Q1,0,Returning Customer
O012005,2025-08-23,C04810,P0001,3,7612.3,0.0,No,Cookware Set 1,Home & Kitchen,Kitchen & Home,5929.42,Ankit Agarwal,Chandigarh,Chandigarh,North,22836.9,17788.26,5048.64,22.11,2025,8,August,Q3,0,Returning Customer
O012006,2025-03-31,C02022,P0492,1,3271.17,0.15,No,Machine Learning Guide 492,Books,Books,2170.75,Vikash Rajput,Delhi,Delhi,North,2780.49,2170.75,609.74,21.93,2025,3,March,Q1,0,Returning Customer
O012007,2025-08-20,C06511,P0471,3,5308.44,0.25,No,Vacuum Cleaner 471,Home & Kitchen,Kitchen & Home,3617.52,Sahil Agarwal,Pune,Maharashtra,West,11943.99,10852.56,1091.43,9.14,2025,8,August,Q3,0,Returning Customer
O012008,2025-04-19,C01606,P0064,2,12910.14,0.25,No,Gym Gloves 64,Sports,Fitness,11176.32,Ananya Rajput,Surat,Gujarat,West,19365.21,22352.64,-2987.43,-15.43,2025,4,April,Q2,0,Returning Customer
O012009,2025-10-26,C00716,P0037,1,10291.69,0.15,No,Face Serum 37,Beauty,Personal Care,8204.89,Sahil Kumar,Kochi,Kerala,South,8747.94,8204.89,543.05,6.21,2025,10,October,Q4,0,Returning Customer
O012010,2025-10-24,C03552,P0110,1,3897.73,0.15,Yes,Wireless Mouse 110,Electronics,Gadgets,2846.2,Aditi Mishra,Lucknow,Uttar Pradesh,North,3313.07,2846.2,466.87,14.09,2025,10,October,Q4,1,Returning Customer
O012011,2025-08-31,C05963,P0244,2,16004.3,0.15,No,Football 244,Sports,Fitness,10163.8,Riya Singh,Chandigarh,Chandigarh,North,27207.31,20327.6,6879.71,25.29,2025,8,August,Q3,0,Returning Customer
O012012,2025-07-17,C08075,P0368,1,16815.32,0.15,No,Skipping Rope 368,Sports,Fitness,11497.56,Aditi Patel,Kochi,Kerala,South,14293.02,11497.56,2795.46,19.56,2025,7,July,Q3,0,Returning Customer
O012013,2025-02-27,C06870,P0185,4,7098.71,0.1,No,Bedside Table 185,Furniture,Home Furniture,4907.86,Rohan Singh,Pune,Maharashtra,West,25555.36,19631.44,5923.92,23.18,2025,2,February,Q1,0,Returning Customer
O012014,2025-02-25,C02622,P0160,1,1719.49,0.2,No,Laptop Stand 160,Electronics,Gadgets,1174.07,Arjun Patel,Kolkata,West Bengal,East,1375.59,1174.07,201.52,14.65,2025,2,February,Q1,0,Returning Customer
O012015,2025-05-20,C00578,P0010,1,14649.64,0.0,No,Football 10,Sports,Fitness,11113.42,Arjun Agarwal,Chandigarh,Chandigarh,North,14649.64,11113.42,3536.22,24.14,2025,5,May,Q2,0,Returning Customer
O012016,2025-07-28,C03948,P0212,3,1566.7,0.0,No,Body Lotion 212,Beauty,Personal Care,1315.44,Pooja Agarwal,Chandigarh,Chandigarh,North,4700.1,3946.32,753.78,16.04,2025,7,July,Q3,0,Returning Customer
O012017,2025-01-04,C06986,P0045,3,1076.62,0.0,No,Perfume 45,Beauty,Personal Care,860.19,Aarav Patel,Mumbai,Maharashtra,West,3229.86,2580.57,649.29,20.1,2025,1,January,Q1,0,Returning Customer
O012018,2025-07-07,C07390,P0140,1,19137.92,0.25,No,USB Cable 140,Electronics,Gadgets,12666.3,Karan Kumar,Kolkata,West Bengal,East,14353.44,12666.3,1687.14,11.75,2025,7,July,Q3,0,Returning Customer
O012019,2025-10-27,C08704,P0417,1,16005.13,0.15,No,Fiction Novel 417,Books,Books,11065.76,Isha Patel,Bengaluru,Karnataka,South,13604.36,11065.76,2538.6,18.66,2025,10,October,Q4,0,Returning Customer
O012020,2025-02-24,C01155,P0030,1,14970.72,0.0,No,Fiction Novel 30,Books,Books,10656.7,Karan Verma,Kolkata,West Bengal,East,14970.72,10656.7,4314.02,28.82,2025,2,February,Q1,0,Returning Customer
O012021,2025-01-04,C00047,P0119,2,8689.71,0.2,No,Makeup Kit 119,Beauty,Personal Care,6820.28,Aditi Patel,Patna,Bihar,East,13903.54,13640.56,262.98,1.89,2025,1,January,Q1,0,Returning Customer
O012022,2025-09-05,C07758,P0115,1,9179.53,0.0,No,Track Pants 115,Fashion,Clothing,7574.68,Aditya Singh,Chandigarh,Chandigarh,North,9179.53,7574.68,1604.85,17.48,2025,9,September,Q3,0,Returning Customer
O012023,2025-07-08,C04562,P0168,1,3607.78,0.2,No,Webcam 168,Electronics,Gadgets,2928.33,Aditi Verma,Chandigarh,Chandigarh,North,2886.22,2928.33,-42.11,-1.46,2025,7,July,Q3,0,Returning Customer
O012024,2025-03-07,C01052,P0114,1,16777.43,0.05,No,Jacket 114,Fashion,Clothing,14217.31,Neha Gupta,Kanpur,Uttar Pradesh,North,15938.56,14217.31,1721.25,10.8,2025,3,March,Q1,0,Returning Customer
O012025,2025-11-05,C05458,P0022,3,14726.15,0.0,No,Sneakers 22,Fashion,Clothing,10300.16,Simran Singh,Ahmedabad,Gujarat,West,44178.45,30900.48,13277.97,30.06,2025,11,November,Q4,0,Returning Customer
O012026,2025-11-17,C00877,P0418,2,16498.59,0.15,No,Hoodie 418,Fashion,Clothing,11868.23,Rohan Gupta,Ahmedabad,Gujarat,West,28047.6,23736.46,4311.14,15.37,2025,11,November,Q4,0,Returning Customer
O012027,2025-01-19,C04836,P0307,1,13485.03,0.15,No,Yoga Mat 307,Sports,Fitness,10109.14,Vikash Kumar,Bengaluru,Karnataka,South,11462.28,10109.14,1353.14,11.81,2025,1,January,Q1,0,Returning Customer
O012028,2025-09-09,C09032,P0141,1,2035.24,0.25,No,Finance Basics 141,Books,Books,1432.57,Pooja Rajput,Patna,Bihar,East,1526.43,1432.57,93.86,6.15,2025,9,September,Q3,0,Returning Customer
O012029,2025-01-07,C01200,P0090,1,14919.95,0.25,No,Dumbbells 90,Sports,Fitness,11792.88,Aman Sharma,Patna,Bihar,East,11189.96,11792.88,-602.92,-5.39,2025,1,January,Q1,0,Returning Customer
O012030,2025-09-18,C02030,P0162,1,8782.9,0.2,No,Dinner Set 162,Home & Kitchen,Kitchen & Home,5852.76,Isha Agarwal,Lucknow,Uttar Pradesh,North,7026.32,5852.76,1173.56,16.7,2025,9,September,Q3,0,Returning Customer
O012031,2025-08-11,C06422,P0169,4,6371.73,0.25,No,Jeans 169,Fashion,Clothing,4027.64,Aditya Patel,Kolkata,West Bengal,East,19115.19,16110.56,3004.63,15.72,2025,8,August,Q3,0,Returning Customer
O012032,2025-07-18,C08986,P0391,2,11535.68,0.25,No,T-Shirt 391,Fashion,Clothing,9392.84,Ananya Sharma,Delhi,Delhi,North,17303.52,18785.68,-1482.16,-8.57,2025,7,July,Q3,0,Returning Customer
O012033,2025-03-18,C03745,P0016,1,14533.96,0.2,Yes,Dinner Set 16,Home & Kitchen,Kitchen & Home,11979.18,Sneha Rajput,Kolkata,West Bengal,East,11627.17,11979.18,-352.01,-3.03,2025,3,March,Q1,1,Returning Customer
O012034,2025-06-07,C01280,P0236,1,8593.46,0.15,No,Football 236,Sports,Fitness,6232.95,Kavya Patel,Pune,Maharashtra,West,7304.44,6232.95,1071.49,14.67,2025,6,June,Q2,0,Returning Customer
O012035,2025-02-02,C08492,P0171,1,9558.07,0.1,No,Keyboard 171,Electronics,Gadgets,7921.21,Sahil Gupta,Kochi,Kerala,South,8602.26,7921.21,681.05,7.92,2025,2,February,Q1,0,Returning Customer
O012036,2025-04-12,C04394,P0261,3,3045.08,0.1,No,Wireless Mouse 261,Electronics,Gadgets,2193.6,Simran Sharma,Kolkata,West Bengal,East,8221.72,6580.8,1640.92,19.96,2025,4,April,Q2,0,Returning Customer
O012037,2025-10-03,C07585,P0218,1,14742.31,0.1,No,Lip Balm 218,Beauty,Personal Care,12003.62,Aarav Kumar,Surat,Gujarat,West,13268.08,12003.62,1264.46,9.53,2025,10,October,Q4,0,Returning Customer
O012038,2025-12-29,C03664,P0396,3,21587.05,0.0,No,Coffee Table 396,Furniture,Home Furniture,14525.55,Neha Mishra,Kolkata,West Bengal,East,64761.15,43576.65,21184.5,32.71,2025,12,December,Q4,0,Returning Customer
O012039,2025-09-02,C07015,P0019,1,9482.8,0.0,No,Coffee Table 19,Furniture,Home Furniture,7813.11,Sneha Mishra,Patna,Bihar,East,9482.8,7813.11,1669.69,17.61,2025,9,September,Q3,0,Returning Customer
O012040,2025-11-05,C04667,P0105,2,14736.17,0.2,No,Gym Gloves 105,Sports,Fitness,11998.61,Aman Agarwal,Kolkata,West Bengal,East,23577.87,23997.22,-419.35,-1.78,2025,11,November,Q4,0,Returning Customer
O012041,2025-10-08,C07223,P0376,3,18265.52,0.1,No,Computer Desk 376,Furniture,Home Furniture,13777.68,Vikash Mishra,Hyderabad,Telangana,South,49316.9,41333.04,7983.86,16.19,2025,10,October,Q4,0,Returning Customer
O012042,2025-06-24,C05719,P0002,1,5371.84,0.15,No,Kurta 2,Fashion,Clothing,3999.2,Kavya Yadav,Kolkata,West Bengal,East,4566.06,3999.2,566.86,12.41,2025,6,June,Q2,0,Returning Customer
O012043,2025-06-22,C04372,P0334,1,17089.02,0.05,No,Web Development 334,Books,Books,14459.38,Aditi Singh,Pune,Maharashtra,West,16234.57,14459.38,1775.19,10.93,2025,6,June,Q2,0,Returning Customer
O012044,2025-08-02,C08196,P0401,1,1395.4,0.05,No,Resistance Band 401,Sports,Fitness,958.26,Aarav Verma,Kolkata,West Bengal,East,1325.63,958.26,367.37,27.71,2025,8,August,Q3,0,Returning Customer
O012045,2025-12-16,C02917,P0473,1,4233.37,0.25,No,Business Analytics 473,Books,Books,3122.87,Priya Agarwal,Bhubaneswar,Odisha,East,3175.03,3122.87,52.16,1.64,2025,12,December,Q4,0,Returning Customer
O012046,2025-03-17,C04455,P0373,2,12155.24,0.15,No,Lip Balm 373,Beauty,Personal Care,8390.44,Isha Patel,Delhi,Delhi,North,20663.91,16780.88,3883.03,18.79,2025,3,March,Q1,0,Returning Customer
O012047,2025-11-19,C00652,P0161,1,8780.65,0.25,Yes,Perfume 161,Beauty,Personal Care,7272.66,Rohan Agarwal,Chandigarh,Chandigarh,North,6585.49,7272.66,-687.17,-10.43,2025,11,November,Q4,1,Returning Customer
O012048,2025-09-04,C07194,P0186,5,3539.94,0.05,No,Power Bank 186,Electronics,Gadgets,2805.33,Karan Sharma,Bengaluru,Karnataka,South,16814.72,14026.65,2788.07,16.58,2025,9,September,Q3,0,Returning Customer
O012049,2025-08-10,C09079,P0099,1,22631.19,0.2,No,Laptop Stand 99,Electronics,Gadgets,14538.81,Arjun Patel,Jaipur,Rajasthan,North,18104.95,14538.81,3566.14,19.7,2025,8,August,Q3,0,Returning Customer
O012050,2025-12-14,C02986,P0009,3,8063.78,0.05,No,Fiction Novel 9,Books,Books,6869.3,Neha Verma,Bhubaneswar,Odisha,East,22981.77,20607.9,2373.87,10.33,2025,12,December,Q4,0,Returning Customer
O012051,2025-05-26,C03984,P0352,2,9612.15,0.05,No,Webcam 352,Electronics,Gadgets,8011.52,Aarav Agarwal,Jaipur,Rajasthan,North,18263.08,16023.04,2240.04,12.27,2025,5,May,Q2,0,Returning Customer
O012052,2025-06-21,C07923,P0322,1,18890.7,0.2,No,Office Chair 322,Furniture,Home Furniture,12138.75,Isha Yadav,Kolkata,West Bengal,East,15112.56,12138.75,2973.81,19.68,2025,6,June,Q2,0,Returning Customer
O012053,2025-05-31,C02100,P0374,1,23513.09,0.05,No,Jeans 374,Fashion,Clothing,14867.29,Pooja Rajput,Lucknow,Uttar Pradesh,North,22337.44,14867.29,7470.15,33.44,2025,5,May,Q2,0,Returning Customer
O012054,2025-12-27,C07522,P0133,1,1558.75,0.05,No,Coffee Maker 133,Home & Kitchen,Kitchen & Home,1289.49,Karan Gupta,Jaipur,Rajasthan,North,1480.81,1289.49,191.32,12.92,2025,12,December,Q4,0,Returning Customer
O012055,2025-03-10,C00837,P0266,1,2292.24,0.0,No,Dinner Set 266,Home & Kitchen,Kitchen & Home,1794.42,Sneha Yadav,Ahmedabad,Gujarat,West,2292.24,1794.42,497.82,21.72,2025,3,March,Q1,0,Returning Customer
O012056,2025-09-21,C09735,P0433,2,10380.74,0.15,No,Body Lotion 433,Beauty,Personal Care,7287.86,Ankit Yadav,Lucknow,Uttar Pradesh,North,17647.26,14575.72,3071.54,17.41,2025,9,September,Q3,0,Returning Customer
O012057,2025-02-20,C03573,P0039,1,10176.99,0.0,No,Lip Balm 39,Beauty,Personal Care,8467.51,Vikash Mishra,Surat,Gujarat,West,10176.99,8467.51,1709.48,16.8,2025,2,February,Q1,0,Returning Customer
O012058,2025-01-08,C02092,P0148,3,13777.13,0.15,No,Computer Desk 148,Furniture,Home Furniture,10968.74,Sneha Gupta,Kanpur,Uttar Pradesh,North,35131.68,32906.22,2225.46,6.33,2025,1,January,Q1,0,Returning Customer
O012059,2025-10-04,C06878,P0005,1,13624.55,0.2,No,Kitchen Scale 5,Home & Kitchen,Kitchen & Home,10289.62,Ankit Patel,Kochi,Kerala,South,10899.64,10289.62,610.02,5.6,2025,10,October,Q4,0,Returning Customer
O012060,2025-07-03,C07277,P0366,2,11078.85,0.1,No,Fiction Novel 366,Books,Books,7268.81,Neha Gupta,Ahmedabad,Gujarat,West,19941.93,14537.62,5404.31,27.1,2025,7,July,Q3,0,Returning Customer
O012061,2025-07-01,C07791,P0183,3,18718.54,0.25,No,Moisturizer 183,Beauty,Personal Care,12997.05,Arjun Mishra,Ahmedabad,Gujarat,West,42116.72,38991.15,3125.57,7.42,2025,7,July,Q3,0,Returning Customer
O012062,2025-01-23,C01136,P0410,2,2644.84,0.25,No,Face Serum 410,Beauty,Personal Care,1999.15,Priya Kumar,Lucknow,Uttar Pradesh,North,3967.26,3998.3,-31.04,-0.78,2025,1,January,Q1,0,Returning Customer
O012063,2025-11-06,C01777,P0315,2,5399.23,0.2,No,Jeans 315,Fashion,Clothing,4357.37,Aman Rajput,Bengaluru,Karnataka,South,8638.77,8714.74,-75.97,-0.88,2025,11,November,Q4,0,Returning Customer
O012064,2025-07-10,C03710,P0187,1,9100.08,0.0,No,Makeup Kit 187,Beauty,Personal Care,7492.1,Simran Rajput,Surat,Gujarat,West,9100.08,7492.1,1607.98,17.67,2025,7,July,Q3,0,Returning Customer
O012065,2025-08-03,C05438,P0265,1,10366.68,0.2,No,Body Lotion 265,Beauty,Personal Care,7319.26,Aarav Patel,Bhubaneswar,Odisha,East,8293.34,7319.26,974.08,11.75,2025,8,August,Q3,0,Returning Customer
O012066,2025-10-03,C00310,P0120,1,5310.31,0.0,No,Office Chair 120,Furniture,Home Furniture,3601.21,Ananya Patel,Kochi,Kerala,South,5310.31,3601.21,1709.1,32.18,2025,10,October,Q4,0,Returning Customer
O012067,2025-10-12,C04412,P0414,1,11956.0,0.0,No,Backpack 414,Fashion,Clothing,8947.61,Rahul Gupta,Pune,Maharashtra,West,11956.0,8947.61,3008.39,25.16,2025,10,October,Q4,0,Returning Customer
O012068,2025-12-05,C01285,P0208,1,18850.02,0.2,No,Business Analytics 208,Books,Books,14205.29,Neha Gupta,Jaipur,Rajasthan,North,15080.02,14205.29,874.73,5.8,2025,12,December,Q4,0,Returning Customer
O012069,2025-12-15,C00786,P0160,3,1719.49,0.0,No,Laptop Stand 160,Electronics,Gadgets,1174.07,Riya Patel,Bengaluru,Karnataka,South,5158.47,3522.21,1636.26,31.72,2025,12,December,Q4,0,Returning Customer
O012070,2025-10-19,C08785,P0322,1,18890.7,0.2,No,Office Chair 322,Furniture,Home Furniture,12138.75,Riya Sharma,Bhubaneswar,Odisha,East,15112.56,12138.75,2973.81,19.68,2025,10,October,Q4,0,Returning Customer
O012071,2025-04-10,C00651,P0252,1,9761.35,0.05,No,Yoga Mat 252,Sports,Fitness,6292.51,Kavya Mishra,Bhubaneswar,Odisha,East,9273.28,6292.51,2980.77,32.14,2025,4,April,Q2,0,Returning Customer
O012072,2025-05-16,C06424,P0037,3,10291.69,0.0,No,Face Serum 37,Beauty,Personal Care,8204.89,Simran Kumar,Chandigarh,Chandigarh,North,30875.07,24614.67,6260.4,20.28,2025,5,May,Q2,0,Returning Customer
O012073,2025-01-19,C01844,P0136,1,19292.56,0.2,No,Sports Shoes 136,Sports,Fitness,12658.3,Aditya Rajput,Delhi,Delhi,North,15434.05,12658.3,2775.75,17.98,2025,1,January,Q1,0,Returning Customer
O012074,2025-10-07,C08487,P0421,2,13100.37,0.25,No,Skipping Rope 421,Sports,Fitness,9154.2,Arjun Rajput,Hyderabad,Telangana,South,19650.56,18308.4,1342.15,6.83,2025,10,October,Q4,0,Returning Customer
O012075,2025-09-11,C02063,P0055,3,16140.95,0.0,No,Skipping Rope 55,Sports,Fitness,12080.64,Neha Patel,Jaipur,Rajasthan,North,48422.85,36241.92,12180.93,25.16,2025,9,September,Q3,0,Returning Customer
O012076,2025-03-19,C05252,P0065,1,16123.27,0.05,No,Lip Balm 65,Beauty,Personal Care,10908.76,Rahul Verma,Mumbai,Maharashtra,West,15317.11,10908.76,4408.35,28.78,2025,3,March,Q1,0,Returning Customer
O012077,2025-07-07,C04809,P0047,2,7647.17,0.05,No,Finance Basics 47,Books,Books,5133.3,Karan Rajput,Mumbai,Maharashtra,West,14529.62,10266.6,4263.02,29.34,2025,7,July,Q3,0,Returning Customer
O012078,2025-12-13,C06160,P0183,1,18718.54,0.2,No,Moisturizer 183,Beauty,Personal Care,12997.05,Sneha Sharma,Bengaluru,Karnataka,South,14974.83,12997.05,1977.78,13.21,2025,12,December,Q4,0,Returning Customer
O012079,2025-03-21,C05890,P0128,3,9382.14,0.1,No,Dinner Set 128,Home & Kitchen,Kitchen & Home,7384.31,Neha Verma,Pune,Maharashtra,West,25331.78,22152.93,3178.85,12.55,2025,3,March,Q1,0,Returning Customer
O012080,2025-08-16,C04384,P0356,1,21481.5,0.1,No,Jeans 356,Fashion,Clothing,14183.24,Karan Singh,Chandigarh,Chandigarh,North,19333.35,14183.24,5150.11,26.64,2025,8,August,Q3,0,Returning Customer
O012081,2025-10-24,C02837,P0154,1,4838.15,0.2,No,Face Serum 154,Beauty,Personal Care,3497.45,Aman Sharma,Ahmedabad,Gujarat,West,3870.52,3497.45,373.07,9.64,2025,10,October,Q4,0,Returning Customer
O012082,2025-08-23,C01732,P0268,1,2966.79,0.2,No,T-Shirt 268,Fashion,Clothing,2249.74,Sneha Sharma,Hyderabad,Telangana,South,2373.43,2249.74,123.69,5.21,2025,8,August,Q3,0,Returning Customer
O012083,2025-03-05,C02948,P0265,1,10366.68,0.05,No,Body Lotion 265,Beauty,Personal Care,7319.26,Pooja Mishra,Kanpur,Uttar Pradesh,North,9848.35,7319.26,2529.09,25.68,2025,3,March,Q1,0,Returning Customer
O012084,2025-06-11,C02167,P0138,2,10746.39,0.05,No,Badminton Racket 138,Sports,Fitness,8982.17,Pooja Verma,Kochi,Kerala,South,20418.14,17964.34,2453.8,12.02,2025,6,June,Q2,0,Returning Customer
O012085,2025-12-09,C04831,P0422,1,18145.59,0.15,No,Hoodie 422,Fashion,Clothing,14056.98,Vikash Sharma,Hyderabad,Telangana,South,15423.75,14056.98,1366.77,8.86,2025,12,December,Q4,0,Returning Customer
O012086,2025-10-09,C02145,P0027,1,7328.74,0.2,No,Data Science Handbook 27,Books,Books,4703.02,Aman Kumar,Jaipur,Rajasthan,North,5862.99,4703.02,1159.97,19.78,2025,10,October,Q4,0,Returning Customer
O012087,2025-12-19,C08487,P0154,2,4838.15,0.15,No,Face Serum 154,Beauty,Personal Care,3497.45,Arjun Rajput,Hyderabad,Telangana,South,8224.86,6994.9,1229.96,14.95,2025,12,December,Q4,0,Returning Customer
O012088,2025-07-28,C00333,P0267,1,462.73,0.05,No,Shampoo 267,Beauty,Personal Care,386.71,Vikash Singh,Kochi,Kerala,South,439.59,386.71,52.88,12.03,2025,7,July,Q3,0,Returning Customer
O012089,2025-02-10,C05252,P0312,2,2980.79,0.0,No,Makeup Kit 312,Beauty,Personal Care,2316.62,Rahul Verma,Mumbai,Maharashtra,West,5961.58,4633.24,1328.34,22.28,2025,2,February,Q1,0,Returning Customer
O012090,2025-08-12,C06811,P0458,2,10057.25,0.1,No,Formal Shirt 458,Fashion,Clothing,8262.57,Sahil Yadav,Delhi,Delhi,North,18103.05,16525.14,1577.91,8.72,2025,8,August,Q3,0,Returning Customer
O012091,2025-07-08,C00519,P0436,1,2362.54,0.25,No,Shampoo 436,Beauty,Personal Care,1920.2,Sneha Mishra,Chandigarh,Chandigarh,North,1771.9,1920.2,-148.3,-8.37,2025,7,July,Q3,0,Returning Customer
O012092,2025-06-22,C07347,P0495,1,20517.27,0.05,Yes,Coffee Maker 495,Home & Kitchen,Kitchen & Home,13834.26,Aarav Gupta,Pune,Maharashtra,West,19491.41,13834.26,5657.15,29.02,2025,6,June,Q2,1,Returning Customer
O012093,2025-03-01,C09088,P0131,2,11768.77,0.15,No,Data Science Handbook 131,Books,Books,8569.34,Isha Mishra,Pune,Maharashtra,West,20006.91,17138.68,2868.23,14.34,2025,3,March,Q1,0,Returning Customer
O012094,2025-06-27,C09961,P0262,2,7684.71,0.25,No,Kurta 262,Fashion,Clothing,5102.89,Vikash Rajput,Lucknow,Uttar Pradesh,North,11527.06,10205.78,1321.28,11.46,2025,6,June,Q2,0,Returning Customer
O012095,2025-07-10,C01960,P0174,2,10290.08,0.25,No,Kitchen Scale 174,Home & Kitchen,Kitchen & Home,8172.82,Aditi Patel,Bhubaneswar,Odisha,East,15435.12,16345.64,-910.52,-5.9,2025,7,July,Q3,0,Returning Customer
O012096,2025-09-20,C03100,P0285,1,11223.2,0.15,No,Sunscreen 285,Beauty,Personal Care,9551.18,Sahil Mishra,Bhubaneswar,Odisha,East,9539.72,9551.18,-11.46,-0.12,2025,9,September,Q3,0,Returning Customer
O012097,2025-12-08,C07396,P0179,1,10627.48,0.1,No,Water Bottle 179,Home & Kitchen,Kitchen & Home,7081.6,Ananya Agarwal,Hyderabad,Telangana,South,9564.73,7081.6,2483.13,25.96,2025,12,December,Q4,0,Returning Customer
O012098,2025-06-24,C03584,P0198,2,2093.89,0.05,No,Face Serum 198,Beauty,Personal Care,1701.77,Ankit Kumar,Pune,Maharashtra,West,3978.39,3403.54,574.85,14.45,2025,6,June,Q2,0,Returning Customer
O012099,2025-02-02,C07052,P0221,1,15636.53,0.25,No,Study Table 221,Furniture,Home Furniture,10135.99,Karan Verma,Patna,Bihar,East,11727.4,10135.99,1591.41,13.57,2025,2,February,Q1,0,Returning Customer
O012100,2025-03-04,C07842,P0198,3,2093.89,0.25,No,Face Serum 198,Beauty,Personal Care,1701.77,Priya Rajput,Surat,Gujarat,West,4711.25,5105.31,-394.06,-8.36,2025,3,March,Q1,0,Returning Customer
O012101,2025-08-02,C08210,P0384,1,20408.24,0.25,No,Keyboard 384,Electronics,Gadgets,14092.34,Simran Sharma,Hyderabad,Telangana,South,15306.18,14092.34,1213.84,7.93,2025,8,August,Q3,0,Returning Customer
O012102,2025-09-16,C04464,P0363,4,7027.25,0.0,No,Office Chair 363,Furniture,Home Furniture,4804.53,Sneha Kumar,Chennai,Tamil Nadu,South,28109.0,19218.12,8890.88,31.63,2025,9,September,Q3,0,Returning Customer
O012103,2025-03-25,C09117,P0229,4,18884.6,0.25,No,Face Wash 229,Beauty,Personal Care,13710.98,Arjun Mishra,Bhubaneswar,Odisha,East,56653.8,54843.92,1809.88,3.19,2025,3,March,Q1,0,Returning Customer
